lr,hidden_features,hidden_layers,max_iters,outermost_linear,hidden_omega_zero,first_omega_zero,original_mse,compression_ratio,transformed_mse,training_time,original_psnr,model
0.001,128,3,2000,True,15,15,649.2452782484103,22.721758502896183,0.01121528372168536,20.260968732833863,32.09998991125337,SIREN
0.001,128,3,2000,True,15,30,446.65590408509036,22.721758502896183,0.007670779060572319,20.25458407402039,33.743815728737296,SIREN
0.001,128,3,2000,True,15,45,370.21438357597054,22.721758502896183,0.0064063316211104004,20.254828357696532,34.553311950636655,SIREN
0.001,128,3,2000,True,15,60,345.1391843415328,22.721758502896183,0.00626567369326946,20.25578908920288,34.845271833162336,SIREN
0.001,128,3,2000,True,15,80,336.4948643532463,22.721758502896183,0.006319852638989661,20.2533935546875,34.94576626427944,SIREN
0.001,128,3,2000,True,15,100,341.36306214441095,22.721758502896183,0.0064664687961339395,20.256350135803224,34.88850241110768,SIREN
0.001,128,3,2000,True,30,15,582.8640112533468,22.721758502896183,0.01008773203939196,20.25717740058899,32.56714528528071,SIREN
0.001,128,3,2000,True,30,30,409.0328138073126,22.721758502896183,0.00707769151777024,20.25416507720947,34.11691864412715,SIREN
0.001,128,3,2000,True,30,45,343.79840873912315,22.721758502896183,0.006165341660380319,20.254389810562134,34.870101007328756,SIREN
0.001,128,3,2000,True,30,60,331.23808646042505,22.721758502896183,0.00595916965976352,20.253305435180664,35.05373608171931,SIREN
0.001,128,3,2000,True,30,80,269.5585351823962,22.721758502896183,0.00457033375278112,20.254426193237304,35.93940842409438,SIREN
0.001,128,3,2000,True,30,100,251.19087548109104,22.721758502896183,0.00421661809086794,20.254811429977416,36.22550667450488,SIREN
0.001,128,3,2000,True,45,15,609.6456863913988,22.721758502896183,0.01041016187518828,20.25288348197937,32.38982033694637,SIREN
0.001,128,3,2000,True,45,30,417.8940794427711,22.721758502896183,0.00731052123010152,20.254234981536865,34.00690042821434,SIREN
0.001,128,3,2000,True,45,45,358.3417756965361,22.721758502896183,0.00648645097389812,20.253176069259645,34.67646284221608,SIREN
0.001,128,3,2000,True,45,60,335.4488631609772,22.721758502896183,0.0060255588963627395,20.254851722717284,34.99481976577981,SIREN
0.001,128,3,2000,True,45,80,294.70612606676707,22.721758502896183,0.00492716981098052,20.25675549507141,35.55240946828267,SIREN
0.001,128,3,2000,True,45,100,346.24677564424366,22.721758502896183,0.00585774714127176,20.253733539581297,34.90720384699856,SIREN
0.001,128,3,2000,True,60,15,633.1027584295516,22.721758502896183,0.01076805721968408,20.256023502349855,32.220089801120274,SIREN
0.001,128,3,2000,True,60,30,413.6929156731091,22.721758502896183,0.0072951717302203,20.254805612564088,34.066048427794044,SIREN
0.001,128,3,2000,True,60,45,342.7531555911145,22.721758502896183,0.00617760913446542,20.25588240623474,34.882341062924795,SIREN
0.001,128,3,2000,True,60,60,298.8934331074297,22.721758502896183,0.00494988458231088,20.25392279624939,35.483828324459935,SIREN
0.001,128,3,2000,True,60,80,278.5893623975067,22.721758502896183,0.00430679153650994,20.254516506195067,35.87960415483707,SIREN
0.001,128,3,2000,True,60,100,310.8063258241299,22.721758502896183,0.00440255636349314,20.253802156448366,35.38191186140578,SIREN
0.001,128,3,2000,True,80,15,705.1760421895917,22.721758502896183,0.01173225622624156,20.25341925621033,31.78973355567721,SIREN
0.001,128,3,2000,True,80,30,458.14967160307896,22.721758502896183,0.00772881079465144,20.254943561553954,33.62356209181287,SIREN
0.001,128,3,2000,True,80,45,364.88898066223226,22.721758502896183,0.0054870805703103,20.255676412582396,34.63101342855312,SIREN
0.001,128,3,2000,True,80,60,346.8562314361613,22.721758502896183,0.0052004189230501,20.253852891921998,34.892236740602804,SIREN
0.001,128,3,2000,True,80,80,331.68337699757365,22.721758502896183,0.00436347573995588,20.25693154335022,35.12602843990675,SIREN
0.001,128,3,2000,True,80,100,331.68173841198126,22.721758502896183,0.00452202940359708,20.25418653488159,35.02016608695475,SIREN
0.001,128,3,2000,True,100,15,696.5458647088353,22.721758502896183,0.01129570174962278,20.25549669265747,31.817329471321678,SIREN
0.001,128,3,2000,True,100,30,506.8206471720214,22.721758502896183,0.00823299363255494,20.254728841781617,33.191869116789235,SIREN
0.001,128,3,2000,True,100,45,453.4889291541164,22.721758502896183,0.00684043336659664,20.25486469268799,33.66921111858544,SIREN
0.001,128,3,2000,True,100,60,540.5281788612784,22.721758502896183,0.007829617708921401,20.253395986557006,33.034533365295125,SIREN
0.001,128,3,2000,True,100,80,422.71823099690425,22.721758502896183,0.00545099135488266,20.254639768600462,34.10377827198997,SIREN
0.001,128,3,2000,True,100,100,475.4155452539324,22.721758502896183,0.00559541769325728,20.261305332183838,33.6173909708663,SIREN
0.001,128,4,2000,True,15,15,418.87330833751673,15.244594136755884,0.007515164185315321,27.53131494522095,34.005689848945174,SIREN
0.001,128,4,2000,True,15,30,297.22659387550203,15.244594136755884,0.0054528778418898,27.530909919738768,35.53655089499282,SIREN
0.001,128,4,2000,True,15,45,234.55235865336346,15.244594136755884,0.00444912323728202,27.529226064682007,36.559356859894805,SIREN
0.001,128,4,2000,True,15,60,206.82011588018742,15.244594136755884,0.00380789921618992,27.529286670684815,37.07762922710636,SIREN
0.001,128,4,2000,True,15,80,128.9585074673695,15.244594136755884,0.0018861429765820198,27.52879681587219,39.13713831389274,SIREN
0.001,128,4,2000,True,15,100,130.0234984207664,15.244594136755884,0.00179086423013354,27.528276252746583,39.15704319216953,SIREN
0.001,128,4,2000,True,30,15,413.0466203355087,15.244594136755884,0.0073276620358228,27.528427648544312,34.07407891803535,SIREN
0.001,128,4,2000,True,30,30,281.8513475778112,15.244594136755884,0.0052343762479722,27.5291250705719,35.73371063648811,SIREN
0.001,128,4,2000,True,30,45,199.8771842578648,15.244594136755884,0.0035430115647613397,27.530071401596068,37.22363268792758,SIREN
0.001,128,4,2000,True,30,60,194.66837741591365,15.244594136755884,0.0027243451680988,27.529472732543944,37.35470613202948,SIREN
0.001,128,4,2000,True,30,80,149.50297675075302,15.244594136755884,0.00209989184513684,27.531402683258058,38.565343659796405,SIREN
0.001,128,4,2000,True,30,100,133.34082214273764,15.244594136755884,0.00184498657472426,27.52851309776306,39.01214203355612,SIREN
0.001,128,4,2000,True,45,15,488.6545117971888,15.244594136755884,0.0081281485036015,27.53000326156616,33.349598624739265,SIREN
0.001,128,4,2000,True,45,30,311.41032803087353,15.244594136755884,0.0049573833122849,27.53274984359741,35.309000693229585,SIREN
0.001,128,4,2000,True,45,45,257.1442159262048,15.244594136755884,0.00295774773694568,27.530748510360716,36.18613379987305,SIREN
0.001,128,4,2000,True,45,60,194.9834311203146,15.244594136755884,0.0026738303247838798,27.52898244857788,37.31541837705613,SIREN
0.001,128,4,2000,True,45,80,172.2290531919344,15.244594136755884,0.00208414464723314,27.53009376525879,37.92601595606762,SIREN
0.001,128,4,2000,True,45,100,158.70339613662986,15.244594136755884,0.00206232208292926,27.52868890762329,38.359732342083085,SIREN
0.001,128,4,2000,True,60,15,535.6105769431895,15.244594136755884,0.006842762511223501,27.529437446594237,32.98627156390353,SIREN
0.001,128,4,2000,True,60,30,398.0756045013387,15.244594136755884,0.00435909274965518,27.530942058563234,34.22569780589911,SIREN
0.001,128,4,2000,True,60,45,310.39126349146585,15.244594136755884,0.00335172666236754,27.530076837539674,35.38249428203064,SIREN
0.001,128,4,2000,True,60,60,242.38270477744308,15.244594136755884,0.00266608688980336,27.530581998825074,36.479712638985,SIREN
0.001,128,4,2000,True,60,80,234.37544161019076,15.244594136755884,0.00258648348972196,27.529409313201903,36.77003805752828,SIREN
0.001,128,4,2000,True,60,100,232.2036910663487,15.244594136755884,0.0023660921724513,27.5291850566864,36.641414007623574,SIREN
0.001,128,4,2000,True,80,15,583.4975095695281,15.244594136755884,0.0069068771786987395,27.528748655319212,32.639114113285004,SIREN
0.001,128,4,2000,True,80,30,407.74851097096723,15.244594136755884,0.0038793661631643397,27.530610418319704,34.196445885170135,SIREN
0.001,128,4,2000,True,80,45,329.9713021356258,15.244594136755884,0.0031542876269668,27.53027081489563,35.14660890969522,SIREN
0.001,128,4,2000,True,80,60,336.11909931392233,15.244594136755884,0.00297432676888996,27.533677530288696,35.12226092222899,SIREN
0.001,128,4,2000,True,80,80,324.38716036019076,15.244594136755884,0.00266224415972824,27.52890462875366,35.26678810248061,SIREN
0.001,128,4,2000,True,80,100,318.6961970276941,15.244594136755884,0.00280169681645924,27.529763889312743,35.359960973225775,SIREN
0.001,128,4,2000,True,100,15,930.2670640896922,15.244594136755884,0.013851011823862742,27.530458545684816,30.86504269474424,SIREN
0.001,128,4,2000,True,100,30,515.3191625878515,15.244594136755884,0.00479154898785048,27.53168797492981,33.189599860039706,SIREN
0.001,128,4,2000,True,100,45,606.9883738077309,15.244594136755884,0.00668843523599202,27.530223608016968,32.80461904868024,SIREN
0.001,128,4,2000,True,100,60,410.9402066599732,15.244594136755884,0.0030392213258891797,27.53348994255066,34.19814369643235,SIREN
0.001,128,4,2000,True,100,80,798.5007357555221,15.244594136755884,0.010804310627281601,27.528799104690552,31.808587776222858,SIREN
0.001,128,4,2000,True,100,100,1004.6087270958835,15.244594136755884,0.01712946537882086,27.53147349357605,30.843031118454906,SIREN
0.001,256,3,2000,True,15,15,437.610328292336,5.757182102133744,0.007445460837334319,48.854823446273805,33.816646130116645,SIREN
0.001,256,3,2000,True,15,30,244.71144918214523,5.757182102133744,0.00444351211190218,48.886468696594235,36.35932757507068,SIREN
0.001,256,3,2000,True,15,45,166.75568785558903,5.757182102133744,0.00329174017533656,48.90136365890503,38.024787140618805,SIREN
0.001,256,3,2000,True,15,60,132.1544435554719,5.757182102133744,0.00276508918032044,48.90875873565674,39.03293776986656,SIREN
0.001,256,3,2000,True,15,80,105.5487470716198,5.757182102133744,0.00255412971600886,48.914414978027345,39.9999881708514,SIREN
0.001,256,3,2000,True,15,100,98.39629403028782,5.757182102133744,0.00240627801977094,48.917292547225955,40.321902241802135,SIREN
0.001,256,3,2000,True,30,15,347.15804598602745,5.757182102133744,0.00606157816946502,48.86658086776733,34.8473574818609,SIREN
0.001,256,3,2000,True,30,30,176.90415568524097,5.757182102133744,0.00353921633213752,48.87910690307617,37.837747620670584,SIREN
0.001,256,3,2000,True,30,45,114.04682715235944,5.757182102133744,0.0026972774881869,48.89526810646057,39.6897966883278,SIREN
0.001,256,3,2000,True,30,60,96.24404675995649,5.757182102133744,0.00225642197765406,48.896032857894895,40.43979035988976,SIREN
0.001,256,3,2000,True,30,80,73.38257613788487,5.757182102133744,0.00169617433566594,48.915823984146115,41.55534173230088,SIREN
0.001,256,3,2000,True,30,100,59.978962202978586,5.757182102133744,0.001199252216611,48.934962844848634,42.46075065859331,SIREN
0.001,256,3,2000,True,45,15,381.11516325719543,5.757182102133744,0.006668843794614019,48.87034010887146,34.42123703289102,SIREN
0.001,256,3,2000,True,45,30,165.62167262801205,5.757182102133744,0.0036952605005353203,48.89823665618896,38.02573952540697,SIREN
0.001,256,3,2000,True,45,45,130.25476280120483,5.757182102133744,0.00311250919476146,48.896026611328125,39.11111325492038,SIREN
0.001,256,3,2000,True,45,60,99.32881029325635,5.757182102133744,0.0026663776021450198,48.89595055580139,40.27963749051726,SIREN
0.001,256,3,2000,True,45,80,102.2148142047356,5.757182102133744,0.0024729242082684798,48.91335153579712,40.20660136530771,SIREN
0.001,256,3,2000,True,45,100,106.05250768699798,5.757182102133744,0.0026904902420937598,48.91535844802856,40.086867531953075,SIREN
0.001,256,3,2000,True,60,15,389.8232950029284,5.757182102133744,0.00679159052669998,48.88392519950867,34.351419135691934,SIREN
0.001,256,3,2000,True,60,30,189.4638169866968,5.757182102133744,0.004164980817586141,48.89901852607727,37.43514579601784,SIREN
0.001,256,3,2000,True,60,45,132.52723942645582,5.757182102133744,0.00322296372614794,48.89270615577698,39.00216915886106,SIREN
0.001,256,3,2000,True,60,60,127.47371334295516,5.757182102133744,0.00303480206057424,48.904098463058475,39.21448502016886,SIREN
0.001,256,3,2000,True,60,80,127.84079390478583,5.757182102133744,0.0029781989753245803,48.91628446578979,39.31844240203408,SIREN
0.001,256,3,2000,True,60,100,121.38969236320281,5.757182102133744,0.00281715351156886,48.91308946609497,39.52744812200601,SIREN
0.001,256,3,2000,True,80,15,385.29651235148924,5.757182102133744,0.0067207716405391195,48.88674960136414,34.41397401411312,SIREN
0.001,256,3,2000,True,80,30,297.61906166331994,5.757182102133744,0.00483251409605142,48.90256657600403,35.60114464692785,SIREN
0.001,256,3,2000,True,80,45,281.9228988872155,5.757182102133744,0.00413677506148808,48.90266628265381,35.9031563755429,SIREN
0.001,256,3,2000,True,80,60,200.59029921770414,5.757182102133744,0.0034224699717014598,48.92275905609131,37.21877690764062,SIREN
0.001,256,3,2000,True,80,80,177.50809827853078,5.757182102133744,0.00273317429237062,48.93213834762573,38.16084142843743,SIREN
0.001,256,3,2000,True,80,100,217.618648291081,5.757182102133744,0.00166625459678466,48.936656665802005,37.36862024320093,SIREN
0.001,256,3,2000,True,100,15,818.2510518637048,5.757182102133744,0.01310791764408346,48.91218867301941,31.637341769204294,SIREN
0.001,256,3,2000,True,100,30,441.2596215591533,5.757182102133744,0.00528113199397916,48.91022434234619,33.89342651290913,SIREN
0.001,256,3,2000,True,100,45,399.3098892967704,5.757182102133744,0.00388756375759836,48.908924150466916,34.3776633927842,SIREN
0.001,256,3,2000,True,100,60,344.1009768239625,5.757182102133744,0.00364888464100654,48.93200283050537,34.86186931891663,SIREN
0.001,256,3,2000,True,100,80,307.03299447791164,5.757182102133744,0.00248841259162868,48.934260845184326,35.48231366209414,SIREN
0.001,256,3,2000,True,100,100,305.47344978873826,5.757182102133744,0.00155906602740282,48.94598784446716,35.43217503925453,SIREN
0.001,256,4,2000,True,15,15,239.647304582915,3.8504960811851583,0.00440898546949024,68.4360161781311,36.459757752034264,SIREN
0.001,256,4,2000,True,15,30,133.03116502468205,3.8504960811851583,0.00299469400197262,68.44635524749756,39.00769973581471,SIREN
0.001,256,4,2000,True,15,45,85.73302376171353,3.8504960811851583,0.00221035734284664,68.40612783432007,41.018405993964976,SIREN
0.001,256,4,2000,True,15,60,68.18631635918675,3.8504960811851583,0.00167977318633342,68.41915774345398,41.94124556555524,SIREN
0.001,256,4,2000,True,15,80,46.20853570532129,3.8504960811851583,0.00085344618419182,68.41804900169373,43.604069512858096,SIREN
0.001,256,4,2000,True,15,100,40.97943571159639,3.8504960811851583,0.00056133497273544,68.41901111602783,44.202004766708896,SIREN
0.001,256,4,2000,True,30,15,277.9371781396419,3.8504960811851583,0.00465099886059756,68.44467520713806,35.77265979452723,SIREN
0.001,256,4,2000,True,30,30,138.17538774891233,3.8504960811851583,0.00284451278857882,68.45669450759888,38.83168635085721,SIREN
0.001,256,4,2000,True,30,45,116.70366465863454,3.8504960811851583,0.0018170241732149799,68.42818956375122,39.93773008922944,SIREN
0.001,256,4,2000,True,30,60,86.99959185701138,3.8504960811851583,0.00094832463655614,68.43967442512512,41.48543807613565,SIREN
0.001,256,4,2000,True,30,80,39.47433170180723,3.8504960811851583,0.00024719609355082,68.43664722442627,45.14196478391715,SIREN
0.001,256,4,2000,True,30,100,117.05466658299865,3.8504960811851583,0.0009540842802379911,68.44654664993286,43.82796573607202,SIREN
0.001,256,4,2000,True,45,15,340.6779090319612,3.8504960811851583,0.00413555526174602,68.48720736503601,34.95991758414609,SIREN
0.001,256,4,2000,True,45,30,165.946226311496,3.8504960811851583,0.00168167380616066,68.50552024841309,38.050420721621734,SIREN
0.001,256,4,2000,True,45,45,409.6013067896587,3.8504960811851583,0.006417491977481366,68.4591121673584,38.66021976200911,SIREN
0.001,256,4,2000,True,45,60,68.41293664240295,3.8504960811851583,0.000595341371808871,68.44532618522643,45.206386056791644,SIREN
0.001,256,4,2000,True,45,80,97.38855343247992,3.8504960811851583,0.000359547464540802,68.46254925727844,43.4977710027505,SIREN
0.001,256,4,2000,True,45,100,97.82323303631192,3.8504960811851583,0.0006251118938962297,68.45265789031983,46.468094498004554,SIREN
0.001,256,4,2000,True,60,15,886.4438741946955,3.8504960811851583,0.01259338520467276,68.49277229309082,31.024123937208845,SIREN
0.001,256,4,2000,True,60,30,881.6005867218876,3.8504960811851583,0.013373686280101498,68.50640726089478,31.566230805609614,SIREN
0.001,256,4,2000,True,60,45,250.26842029576642,3.8504960811851583,0.0013379095675190617,68.47034206390381,37.74219522491548,SIREN
0.001,256,4,2000,True,60,60,784.6980243892235,3.8504960811851583,0.01218514471256634,68.44871978759765,34.713751053251286,SIREN
0.001,256,4,2000,True,60,80,788.0126438043842,3.8504960811851583,0.01262978381128044,68.47322211265563,33.267012587480316,SIREN
0.001,256,4,2000,True,60,100,1576.5815663696453,3.8504960811851583,0.0281001482158899,68.40433139801026,28.24830084306793,SIREN
0.001,256,4,2000,True,80,15,1458.0906733705656,3.8504960811851583,0.025482895970344477,68.49044337272645,28.67427746899542,SIREN
0.001,256,4,2000,True,80,30,1049.8410483078146,3.8504960811851583,0.01592321521602568,68.47548551559449,30.444108503263557,SIREN
0.001,256,4,2000,True,80,45,668.6485104480422,3.8504960811851583,0.0072570479940622405,68.47834296226502,33.212933272671776,SIREN
0.001,256,4,2000,True,80,60,1094.9471401229919,3.8504960811851583,0.016993082850240118,68.45517654418946,30.764536879076616,SIREN
0.001,256,4,2000,True,80,80,989.1153300702811,3.8504960811851583,0.01446397560648618,68.46281123161316,31.40334996909444,SIREN
0.001,256,4,2000,True,80,100,867.6290087433066,3.8504960811851583,0.01198834630195046,68.43066000938416,31.570232525910207,SIREN
0.001,256,4,2000,True,100,15,1576.5815663696453,3.8504960811851583,0.02810329683125014,68.4868787765503,28.24830084306793,SIREN
0.001,256,4,2000,True,100,30,1491.3099397590363,3.8504960811851583,0.02648360803723328,68.46281218528748,28.46809920228918,SIREN
0.001,256,4,2000,True,100,45,1369.2200777066598,3.8504960811851583,0.023204125184565723,68.46256489753723,29.233576703676682,SIREN
0.001,256,4,2000,True,100,60,1172.000197927125,3.8504960811851583,0.01851037289015946,68.46189670562744,30.04774075178426,SIREN
0.001,256,4,2000,True,100,80,1359.4044427710844,3.8504960811851583,0.023207534896209782,68.44870810508728,29.481817529002843,SIREN
0.001,256,4,2000,True,100,100,1576.5815663696453,3.8504960811851583,0.028108452633023216,68.41190810203553,28.24830084306793,SIREN
